"SECTOR_OID","SECTOR","BUSINSS_ACT_ID","ACTIVITY_TITLE"
"1000110","Other machinery manufacturing","1061","Process, store or dispose of dangerous or harmful substances"
"1000112","Motor vehicle manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000113","Motor vehicle parts manufacturing","1002","Use CCTV systems"
"1000114","Motor vehicle accessories manufacturing","1002","Use CCTV systems"
"1000115","Boat building and repair","273","Carry out processes causing emissions to air"
"1000115","Boat building and repair","263","Carry out any work involving asbestos"
"1000117","Electric lighting equipment manufacturing","1107","Holding PCB contaminated equipment"
"1000117","Electric lighting equipment manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000118","Electrical appliance manufacturing","40","Discharge trade effluent"
"1000119","Electric motor manufacturing","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1000119","Electric motor manufacturing","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1000120","Electric wire and cable manufacturing","70","Operate a goods vehicle"
"1000120","Electric wire and cable manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000120","Electric wire and cable manufacturing","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1000123","Computer and computer peripherals manufacturing","194","Operate a large industrial site"
"1000123","Computer and computer peripherals manufacturing","70","Operate a goods vehicle"
"1000123","Computer and computer peripherals manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000124","Electronic office equipment manufacturing","273","Carry out processes causing emissions to air"
"1000124","Electronic office equipment manufacturing","70","Operate a goods vehicle"
"1000124","Electronic office equipment manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000124","Electronic office equipment manufacturing","1002","Use CCTV systems"
"1000125","Telecommunications equipment manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000125","Telecommunications equipment manufacturing","1002","Use CCTV systems"
"1000126","Audio-visual equipment manufacturing","1172","Make copies of a musical work onto any recorded media, eg CDs, DVDs or karaoke products"
"1000126","Audio-visual equipment manufacturing","273","Carry out processes causing emissions to air"
"1000126","Audio-visual equipment manufacturing","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1000126","Audio-visual equipment manufacturing","1002","Use CCTV systems"
"1000127","Recording media manufacturing","70","Operate a goods vehicle"
"1000129","Jewellery manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000130","Watch and clock manufacturing","273","Carry out processes causing emissions to air"
"1000132","Bicycle and bicycle parts manufacturing","273","Carry out processes causing emissions to air"
"1000132","Bicycle and bicycle parts manufacturing","194","Operate a large industrial site"
"1000133","Sports equipment manufacturing","273","Carry out processes causing emissions to air"
"1000134","Toys and games manufacturing","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000135","Musical instrument manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000139","Agricultural materials wholesale","70","Operate a goods vehicle"
"1000139","Agricultural materials wholesale","35","Process, store or dispose of dangerous or harmful substances"
"1000139","Agricultural materials wholesale","1045","Produce, store or dispose of ozone-depleting substances"
"1000142","Timber and timber products wholesale","1054","Operate a public weighbridge"
"1000143","Timber and timber products wholesale agents","1105","Collect, sell or distribute forestry material"
"1000143","Timber and timber products wholesale agents","239","Open a large shop on Sundays"
"1000145","Metal and metal ores wholesale","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000149","Petroleum and fuel products wholesale agents","1045","Produce, store or dispose of ozone-depleting substances"
"1000151","Fruit and vegetable wholesale","70","Operate a goods vehicle"
"1000153","Meat and meat products wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000153","Meat and meat products wholesale","239","Open a large shop on Sundays"
"1000153","Meat and meat products wholesale","63","Prepare, store or sell foodstuffs"
"1000158","Health food and supplements wholesale","1002","Use CCTV systems"
"1000160","Soft drink wholesale","239","Open a large shop on Sundays"
"1000160","Soft drink wholesale","1002","Use CCTV systems"
"1000161","Tobacco products wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1076864127","Joinery","274","Place builders skips on a public road"
"1076864127","Joinery","1055","Carry out work, or place materials, apparatus or obstacles in the road or on a pavement"
"1000165","Footwear wholesale","1000","Play background music in your premises"
"1000171","China, glassware and crockery wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000172","Garden equipment and supplies wholesale","1132","Market, package, clean treat or process seed"
"1000172","Garden equipment and supplies wholesale","232","Deal in secondhand goods"
"1000174","Building materials wholesale","1131","Deal in knives and swords"
"1000175","Hardware products wholesale","1000","Play background music in your premises"
"1000175","Hardware products wholesale","241","Put an advertising board on the pavement or verge"
"1000176","Wallpaper and paint wholesale","1001","Process personal information about any individuals including customers, employees etc"
"1000177","Glass building products wholesale","1000","Play background music in your premises"
"1000177","Glass building products wholesale","1002","Use CCTV systems"
"1000178","Explosives wholesale","1002","Use CCTV systems"
